1.11,0.23 
0.64,0.31 
0.24,0.34 
0.05,0.32 
0.04,0.30 
0.18,0.22 
0.31,0.16 
0.48,-0.00 
0.57,-0.20 
0.52,-0.43 
0.45,-0.74 
0.25,-0.93 
-0.07,-0.99 
-0.29,-0.91 
-0.36,-0.69 
-0.29,-0.44 
-0.31,-0.19 
-0.23,-0.00 
-0.15,0.21 
-0.06,0.39 
0.09,0.48 
0.25,0.56 
0.40,0.55 
0.55,0.60 
0.85,0.54 
1.39,0.34 
1.96,0.26 
2.29,0.19 
2.40,0.02 
2.44,-0.16 
2.29,-0.26 
2.11,-0.29 
1.90,-0.29 
1.66,-0.38 
1.25,-0.50 
0.52,-0.66 
-0.61,-0.84 
-2.22,-1.02 
-3.94,-1.20 
-5.97,-1.23 
-8.14,-1.41 
-10.18,-1.65 
-12.11,-1.77 
-13.97,-1.81 
-15.93,-1.78 
-17.86,-1.92 
-19.80,-2.26 
-22.00,-2.52 
-24.28,-2.80 
-26.67,-2.96 
-29.07,-3.10 
-31.47,-3.11 
-33.76,-3.12 
-36.02,-3.21 
-38.20,-3.04 
-40.45,-2.81 
-42.48,-2.46 
-44.18,-2.12 
-45.68,-1.85 
-47.17,-1.51 
-48.69,-1.12 
-50.15,-0.85 
-51.52,-0.54 
-52.80,-0.30 
-54.11,0.02 
-55.49,0.32 
-56.87,0.56 
-58.06,0.65 
-59.17,0.70 
-60.14,0.60 
-61.19,0.64 
-62.13,0.71 
-63.10,0.53 
-64.06,0.78 
-64.82,1.06 
-65.29,0.60 
-65.50,0.15 
-65.31,-0.56 
-64.73,-0.89 
-63.92,-0.76 
-63.01,-0.52 
-62.09,-0.44 
-61.14,-0.15 
-60.25,0.12 
-59.33,0.31 
-58.31,0.35 
-57.24,0.21 
-56.01,-0.20 
-54.69,-0.58 
-53.25,-0.59 
-51.72,-0.07 
-49.75,0.31 
-47.66,0.31 
-45.60,0.22 
-43.25,0.20 
-41.00,0.20 
-38.69,0.16 
-36.25,0.15 
-33.59,0.14 
-30.92,0.19 
-28.27,0.29 
-25.50,0.57 
-22.57,0.80 
-19.53,0.94 
-16.42,0.97 
-13.21,0.81 
-9.86,0.61 
-6.37,0.39 
-2.96,0.12 
0.42,-0.16 
3.90,-0.31 
7.40,-0.41 
10.92,-0.56 
14.29,-0.70 
17.52,-0.83 
20.68,-0.68 
23.75,-0.57 
26.73,-0.51 
29.48,-0.41 
32.13,-0.35 
34.33,-0.12 
36.21,0.18 
37.76,0.31 
39.09,0.44 
40.12,0.75 
40.74,1.02 
41.04,1.15 
40.94,1.29 
40.53,1.24 
39.77,1.05 
38.76,0.73 
37.53,0.44 
36.09,0.25 
34.65,0.08 
33.19,0.06 
31.64,0.10 
30.10,0.14 
28.47,0.29 
26.81,0.52 
25.13,0.81 
23.41,1.00 
21.69,1.25 
19.97,1.44 
18.32,1.77 
16.51,2.27 
14.69,2.77 
12.91,3.26 
11.11,3.68 
9.38,3.87 
7.67,3.85 
6.00,3.75 
4.52,3.51 
3.24,3.06 
2.20,2.36 
1.32,1.29 
0.58,-0.27 
-0.04,-2.45 
-0.55,-5.11 
-0.90,-8.21 
-1.20,-11.53 
-1.51,-14.70 
-1.76,-17.74 
-1.97,-20.83 
-2.14,-23.86 
-2.20,-26.89 
-2.13,-29.68 
-1.96,-32.30 
-1.82,-34.79 
-1.70,-36.98 
-1.48,-39.06 
-1.20,-40.91 
-0.89,-42.82 
-0.57,-44.59 
-0.44,-46.10 
-0.28,-47.44 
-0.22,-48.27 
-0.12,-48.64 
0.10,-48.42 
0.38,-47.66 
0.76,-46.26 
1.04,-44.40 
1.21,-42.30 
1.32,-40.16 
1.36,-37.94 
1.39,-35.55 
1.40,-32.85 
1.33,-30.02 
1.11,-26.96 
0.79,-23.87 
0.50,-20.63 
0.16,-17.27 
-0.17,-13.91 
-0.55,-10.60 
-0.90,-7.37 
-1.19,-4.15 
-1.53,-0.98 
-1.82,2.24 
-2.22,5.54 
-2.46,8.95 
