2.68,2.35,57 
2.82,2.38,57 
3.09,2.39,57 
4.07,2.41,57 
3.37,2.39,57 
2.27,2.36,57 
1.62,2.33,57 
1.57,2.32,57 
3.04,2.36,57 
3.16,2.38,57 
2.84,2.40,57 
3.32,2.43,57 
4.13,2.45,57 
3.72,2.46,57 
3.09,2.45,57 
2.96,2.43,57 
2.16,2.41,57 
2.27,2.41,57 
2.52,2.43,57 
2.57,2.46,57 
3.70,2.50,57 
4.18,2.52,57 
3.45,2.50,57 
2.97,2.48,57 
2.45,2.45,57 
2.91,2.44,57 
3.98,2.45,57 
3.51,2.45,57 
2.47,2.44,57 
1.79,2.44,57 
2.61,2.48,57 
3.67,2.55,57 
4.35,2.61,57 
4.03,2.63,57 
4.22,2.63,57 
4.15,2.58,57 
3.32,2.49,57 
2.74,2.39,57 
3.09,2.29,57 
2.70,2.19,57 
2.75,2.09,57 
2.60,1.97,57 
1.74,1.84,57 
3.56,1.72,57 
5.55,1.57,57 
4.93,1.32,57 
2.69,0.97,57 
1.31,0.57,57 
0.29,0.14,57 
-0.21,-0.29,57 
-0.30,-0.69,57 
-0.84,-1.10,57 
-2.08,-1.50,57 
-3.73,-1.88,57 
-3.25,-2.19,57 
-1.87,-2.46,57 
-0.52,-2.72,57 
-1.13,-3.03,57 
-3.21,-3.39,57 
-2.27,-3.75,57 
-1.21,-4.11,57 
-1.28,-4.52,57 
-4.72,-4.98,57 
-6.10,-5.46,57 
-6.00,-5.91,57 
-5.85,-6.33,57 
-5.37,-6.76,57 
-10.97,-7.31,57 
-5.51,-7.79,57 
-6.05,-8.36,57 
-8.11,-9.01,57 
-9.91,-9.71,57 
-9.73,-10.41,57 
-8.14,-11.11,57 
-8.57,-11.87,57 
-11.71,-12.71,57 
-16.87,-13.56,57 
-16.91,-14.34,57 
-15.89,-15.04,57 
-15.74,-15.75,57 
-14.23,-16.49,57 
-11.42,-17.30,57 
-12.98,-18.26,57 
-15.46,-19.36,57 
-19.63,-20.56,57 
-21.83,-21.78,57 
-24.79,-22.97,57 
-25.09,-24.04,57 
-25.62,-25.07,57 
-24.83,-26.12,57 
-21.45,-27.24,57 
-19.59,-28.53,57 
-21.12,-30.08,57 
-27.93,-31.86,57 
-33.75,-33.78,57 
-38.89,-35.70,57 
-42.59,-37.50,57 
-46.34,-39.12,57 
-45.42,-40.44,57 
-41.02,-41.47,57 
-40.26,-42.37,57 
-37.91,-43.20,57 
-39.64,-44.06,57 
-42.23,-44.94,57 
-44.55,-45.79,57 
-46.30,-46.54,57 
-48.39,-47.13,57 
-50.20,-47.47,57 
-51.51,-47.46,57 
-53.48,-47.00,57 
-49.34,-46.02,57 
-42.34,-44.60,57 
-41.34,-43.00,57 
-40.28,-41.24,57 
-41.21,-39.35,57 
-44.17,-37.25,57 
-41.66,-34.83,57 
-37.40,-32.12,57 
-28.83,-29.21,57 
-23.22,-26.35,57 
-14.28,-23.62,57 
-7.55,-21.16,57 
-8.60,-19.13,57 
-12.56,-17.51,57 
-18.42,-16.19,57 
-18.34,-14.94,57 
-17.50,-13.66,57 
-17.36,-12.28,57 
-18.34,-10.77,57 
-16.44,-9.07,57 
-14.47,-7.19,57 
-10.74,-5.09,57 
-2.05,-2.77,57 
-2.31,-0.38,57 
-5.52,2.24,57 
-6.08,4.87,57 
-4.32,7.68,57 
4.90,10.80,57 
17.45,14.07,57 
24.71,17.21,57 
21.02,20.06,57 
21.56,22.69,57 
29.03,25.22,57 
32.47,27.57,57 
32.99,29.79,57 
26.23,31.93,57 
28.83,34.26,57 
39.15,36.82,57 
44.64,39.29,57 
46.64,41.53,57 
43.58,43.53,57 
41.98,45.42,57 
45.76,47.40,57 
47.70,49.52,57 
51.91,51.86,57 
58.99,54.45,57 
61.23,57.14,57 
62.19,59.87,57 
62.70,62.60,57 
64.24,65.21,57 
65.68,67.57,57 
67.20,69.64,57 
69.44,71.32,57 
69.60,72.50,57 
70.12,73.17,57 
70.96,73.39,57 
70.14,73.25,57 
69.81,72.87,57 
68.76,72.34,57 
68.18,71.72,57 
68.42,71.03,57 
68.05,70.30,57 
67.96,69.57,57 
67.22,68.81,57 
66.71,67.93,57 
66.99,66.76,57 
67.26,65.14,57 
69.05,63.01,57 
66.35,60.53,57 
59.34,57.92,57 
55.96,55.30,57 
57.55,52.61,57 
58.97,49.64,57 
56.91,46.37,57 
54.98,42.90,57 
53.30,39.43,57 
48.05,35.94,57 
42.60,32.39,57 
37.80,28.82,57 
30.01,25.19,57 
24.79,21.51,57 
25.33,17.91,57 
24.38,14.36,57 
6.95,10.57,57 
-15.33,6.37,57 
-38.66,1.80,57 
-39.67,-2.72,57 
-24.67,-6.84,57 
-30.45,-10.98,57 
-31.48,-14.59,57 
-44.36,-17.69,57 
-45.32,-19.74,57 
-43.53,-20.93,57 
-42.16,-21.18,57 
-35.55,-20.58,57 
-28.98,-19.27,57 
-23.46,-17.40,57 
-22.05,-15.06,57 
-21.37,-12.24,57 
-14.44,-9.00,57 
-5.15,-5.53,57 
-10.49,-2.31,57 
4.31,1.05,57 
13.71,4.05,57 
16.77,6.46,57 
18.93,8.24,57 
14.69,9.37,57 
4.76,9.93,57 
-1.09,10.18,57 
-0.03,10.29,57 
4.26,10.29,57 
4.94,10.08,57 
0.35,9.63,57 
2.33,9.12,57 
6.47,8.59,57 
2.42,7.93,57 
4.46,7.26,57 
4.15,6.59,57 
0.77,5.96,57 
7.52,5.46,57 
5.55,5.20,57 
-0.83,5.27,57 
-3.63,5.74,57 
-5.54,6.66,57 
-3.47,8.05,57 
2.21,9.86,57 
10.59,12.03,57 
16.62,14.38,57 
23.03,16.72,57 
25.04,18.77,57 
28.02,20.33,57 
22.08,21.01,57 
26.05,21.22,57 
29.40,20.76,57 
26.30,19.60,57 
20.90,17.89,57 
10.56,15.82,57 
1.60,13.74,57 
-3.02,11.62,57 
-11.47,9.66,57 
-13.14,8.21,57 
-12.68,7.31,57 
-7.76,7.02,57 
-2.83,7.24,57 
-0.35,7.85,57 
1.90,8.79,57 
1.29,9.97,57 
1.67,11.45,57 
11.46,13.32,57 
21.88,15.50,57 
20.83,17.82,57 
14.52,20.33,57 
4.14,23.27,57 
19.37,26.84,57 
30.54,30.59,57 
38.64,34.43,57 
48.18,38.37,57 
63.24,42.54,57 
68.48,46.74,57 
71.36,50.90,57 
72.50,55.00,57 
72.49,59.03,57 
73.52,62.71,57 
75.66,65.77,57 
76.31,68.16,57 
76.62,69.88,57 
76.30,70.95,57 
76.25,71.40,57 
76.37,71.38,57 
75.39,71.06,57 
75.28,70.62,57 
73.96,70.17,57 
72.77,69.85,57 
71.76,69.64,57 
71.90,69.52,57 
70.66,69.49,57 
69.75,69.57,57 
70.32,69.76,57 
71.51,69.93,57 
73.09,69.92,57 
73.42,69.59,57 
73.95,68.95,57 
72.05,68.10,57 
71.94,67.18,57 
71.40,66.16,57 
69.35,64.95,57 
69.11,63.48,57 
69.27,61.57,57 
69.70,58.87,57 
71.48,55.42,57 
72.46,51.67,57 
72.72,48.41,57 
73.31,45.23,57 
71.72,42.09,57 
64.68,38.87,57 
52.17,35.46,57 
46.08,32.00,57 
40.53,28.49,57 
23.47,24.71,57 
8.53,20.74,57 
-0.71,16.64,57 
-0.84,12.61,57 
-18.57,8.36,57 
-27.33,4.03,57 
-42.81,-0.59,57 
-47.86,-5.21,57 
-50.89,-9.79,57 
-55.49,-14.38,57 
-58.35,-18.49,57 
-60.20,-21.70,57 
-58.07,-23.98,57 
-53.43,-25.43,57 
-48.01,-26.29,57 
-43.24,-26.72,57 
-41.88,-26.91,57 
-44.88,-26.96,57 
-45.18,-26.82,57 
-41.49,-26.42,57 
-42.01,-25.80,57 
-47.51,-24.81,57 
-56.53,-23.15,57 
-61.59,-20.40,57 
-57.94,-17.50,57 
-48.79,-14.39,57 
-39.89,-11.23,57 
1.57,-7.29,57 
-20.21,-3.84,57 
-40.51,-0.89,57 
10.57,3.01,57 
-23.29,6.76,57 
60.83,11.51,57 
64.83,16.25,57 
66.74,20.94,57 
64.58,24.70,57 
63.18,28.45,57 
59.86,31.54,57 
56.44,33.38,57 
57.00,34.03,57 
51.16,34.00,57 
52.98,33.56,57 
45.57,32.49,57 
47.60,31.25,57 
46.81,29.84,57 
40.09,28.34,57 
30.37,26.82,57 
32.76,25.54,57 
34.55,24.33,57 
40.08,22.62,57 
47.02,20.37,57 
47.51,17.45,57 
45.63,13.85,57 
43.04,10.75,57 
38.55,7.62,57 
27.23,4.37,57 
6.16,0.73,57 
0.11,-2.96,57 
-3.49,-6.62,57 
-9.53,-10.36,57 
-25.82,-14.28,57 
-26.04,-17.63,57 
-27.95,-20.50,57 
-24.04,-22.88,57 
-34.34,-24.96,57 
-39.90,-26.49,57 
-45.39,-27.46,57 
-38.69,-27.64,57 
-32.37,-27.21,57 
-27.61,-26.19,57 
-31.12,-24.76,57 
-32.31,-22.78,57 
-32.86,-20.27,57 
-28.72,-17.11,57 
-14.96,-13.42,57 
-9.20,-9.62,57 
-0.48,-5.76,57 
4.19,-1.88,57 
11.44,2.05,57 
20.90,6.11,57 
37.57,10.41,57 
44.25,14.75,57 
43.66,19.00,57 
47.15,23.24,57 
56.90,26.49,57 
57.38,28.75,57 
55.30,29.95,57 
54.24,30.13,57 
53.55,29.37,57 
51.61,28.41,57 
44.29,26.85,57 
42.90,24.97,57 
39.05,22.75,57 
33.90,20.26,57 
32.46,17.57,57 
36.24,14.62,57 
40.71,11.47,57 
41.57,8.39,57 
34.86,5.27,57 
14.53,1.78,57 
-12.54,-2.18,57 
-22.54,-6.34,57 
-21.07,-9.72,57 
-23.47,-12.42,57 
-28.56,-14.44,57 
-17.72,-15.75,57 
-17.73,-16.52,57 
-19.33,-16.82,57 
-29.59,-16.59,57 
-25.43,-15.48,57 
-21.32,-13.51,57 
-12.76,-10.78,57 
-7.17,-7.51,57 
6.39,-3.83,57 
11.96,-0.05,57 
14.03,3.66,57 
19.23,7.25,57 
26.95,10.53,57 
33.75,13.23,57 
32.79,15.36,57 
29.00,16.90,57 
25.48,18.07,57 
28.12,18.89,57 
28.87,19.36,57 
31.11,19.56,57 
23.47,19.52,57 
20.15,19.48,57 
15.29,19.58,57 
16.20,19.97,57 
21.77,20.74,57 
26.99,21.70,57 
28.43,22.69,57 
32.13,23.73,57 
30.02,24.80,57 
29.62,26.14,57 
22.95,27.82,57 
23.48,30.13,57 
32.47,33.23,57 
45.28,37.00,57 
54.45,41.02,57 
60.15,45.08,57 
64.18,49.12,57 
65.42,53.13,57 
72.81,57.20,57 
76.38,61.22,57 
78.64,65.24,57 
76.42,68.44,57 
78.09,70.68,57 
76.34,71.73,57 
76.47,71.70,57 
75.88,70.79,57 
