-0.50,3.16 
-0.55,2.68 
-0.63,2.41 
-0.59,2.32 
-0.60,2.34 
-0.47,2.50 
-0.42,2.87 
-0.36,3.19 
-0.29,3.41 
-0.33,3.54 
-0.41,3.60 
-0.60,3.44 
-0.79,3.27 
-1.40,3.34 
-2.30,3.41 
-3.21,3.23 
-3.62,3.16 
-3.46,3.29 
-2.83,3.40 
-1.83,3.27 
-0.83,3.02 
0.02,2.73 
0.61,2.43 
0.83,2.24 
0.70,2.24 
0.29,2.16 
-0.15,1.92 
-0.54,1.63 
-0.81,1.37 
-0.85,1.24 
-0.91,1.23 
-0.91,1.24 
-0.90,1.32 
-0.84,1.41 
-0.84,1.54 
-0.85,1.70 
-0.87,1.80 
-1.02,1.87 
-1.04,1.87 
-1.00,1.92 
-0.83,1.98 
-0.47,2.03 
-0.03,2.05 
0.61,2.10 
1.27,2.22 
2.06,2.37 
2.94,2.62 
3.73,2.74 
4.69,2.97 
5.57,3.09 
6.56,3.00 
7.70,2.84 
8.94,2.61 
10.28,2.42 
11.66,2.21 
13.11,2.02 
14.66,1.85 
16.35,1.69 
18.01,1.63 
19.70,1.67 
21.49,1.66 
23.24,1.57 
25.03,1.53 
26.80,1.54 
28.70,1.58 
30.57,1.73 
32.46,1.84 
34.33,1.94 
36.06,1.91 
37.94,1.86 
39.69,1.83 
41.33,1.85 
43.06,2.04 
44.66,2.29 
46.46,2.55 
48.23,2.60 
50.14,2.58 
51.95,2.47 
53.74,2.33 
55.72,2.37 
57.59,2.53 
59.60,3.09 
61.35,3.41 
62.98,3.56 
64.60,3.97 
66.01,4.20 
67.47,4.71 
68.64,5.06 
69.83,5.42 
71.01,5.91 
72.08,6.42 
73.28,7.59 
74.19,8.16 
75.18,9.19 
75.98,10.06 
76.59,10.95 
77.07,11.94 
77.24,12.12 
77.57,13.35 
77.68,13.92 
77.82,15.09 
77.80,15.72 
77.75,16.48 
77.56,17.13 
77.28,17.30 
76.89,17.85 
76.39,18.04 
75.81,18.38 
75.07,18.59 
74.24,18.59 
73.39,18.77 
72.47,18.56 
