4.60,-1.33 
4.50,-1.30 
4.41,-1.27 
4.31,-1.27 
4.21,-1.39 
4.15,-1.41 
4.15,-1.37 
4.13,-1.30 
4.07,-1.34 
4.03,-1.40 
4.08,-1.55 
4.13,-1.61 
4.14,-1.66 
4.10,-1.60 
4.07,-1.59 
3.94,-1.58 
3.76,-1.78 
3.59,-1.90 
3.39,-2.08 
3.15,-2.21 
2.85,-2.47 
2.44,-2.82 
1.96,-3.43 
1.37,-4.12 
0.66,-4.97 
-0.20,-5.84 
-1.10,-6.87 
-2.05,-7.99 
-3.04,-9.35 
-4.12,-10.75 
-5.20,-12.29 
-6.30,-13.81 
-7.62,-15.59 
-8.88,-17.51 
-10.18,-19.67 
-11.44,-21.93 
-12.78,-24.26 
-14.19,-26.55 
-15.56,-28.97 
-16.76,-31.43 
-17.87,-34.02 
-18.98,-36.35 
-19.90,-39.10 
-20.69,-41.68 
-21.45,-44.12 
-22.00,-46.52 
-22.26,-48.73 
-22.41,-50.62 
-22.64,-52.44 
-22.81,-54.38 
-23.10,-56.52 
-23.36,-58.66 
-23.66,-60.87 
-23.76,-62.83 
-23.82,-64.78 
-23.63,-66.63 
-23.40,-68.84 
-23.21,-70.94 
-22.94,-72.96 
-22.50,-74.63 
-21.94,-76.23 
-21.14,-77.69 
-20.29,-79.22 
-19.43,-80.65 
-18.46,-82.01 
-17.41,-82.92 
-16.30,-83.76 
-14.95,-84.37 
-13.58,-85.35 
-12.29,-86.13 
-11.08,-86.81 
-9.69,-87.22 
-8.10,-87.45 
-6.39,-87.55 
-4.62,-87.47 
-2.74,-87.31 
-0.74,-86.82 
1.30,-86.06 
3.28,-85.28 
5.34,-84.39 
7.43,-83.44 
9.37,-82.55 
11.11,-81.57 
12.55,-80.62 
13.80,-79.84 
15.08,-79.06 
16.50,-78.25 
17.73,-77.35 
18.83,-76.41 
20.00,-75.50 
21.21,-74.70 
22.42,-73.81 
23.58,-72.81 
24.65,-71.55 
25.60,-70.33 
26.56,-69.22 
27.55,-68.25 
28.61,-66.87 
29.65,-65.41 
30.73,-63.71 
31.78,-62.02 
32.93,-60.32 
34.03,-58.54 
35.13,-56.67 
36.07,-54.77 
37.14,-52.70 
38.07,-50.64 
38.74,-48.67 
39.24,-46.88 
39.66,-45.07 
39.96,-43.27 
40.38,-41.33 
40.66,-39.58 
40.79,-37.90 
40.86,-36.33 
41.10,-34.52 
41.33,-32.72 
41.42,-30.67 
41.45,-28.75 
41.67,-26.82 
41.93,-24.89 
42.07,-22.73 
42.16,-20.47 
42.28,-18.08 
42.41,-15.77 
42.62,-13.44 
42.63,-11.14 
42.62,-8.91 
42.50,-6.59 
42.11,-4.54 
41.85,-2.44 
41.50,-0.39 
40.99,1.53 
40.35,3.41 
39.69,5.28 
38.96,7.07 
38.23,8.75 
37.59,10.49 
37.08,12.29 
36.70,14.32 
36.34,16.46 
36.19,18.82 
36.25,21.32 
36.46,23.91 
36.83,26.61 
37.27,29.42 
37.68,32.47 
38.10,35.66 
38.28,38.72 
38.19,41.40 
38.17,44.09 
38.18,46.74 
38.13,49.39 
38.07,52.06 
37.94,54.78 
37.78,57.45 
37.61,59.94 
37.21,62.30 
36.81,64.72 
36.43,67.35 
36.16,69.99 
36.08,72.46 
35.83,74.83 
35.40,76.98 
34.82,78.99 
33.97,80.87 
32.96,82.94 
32.17,84.84 
31.22,86.19 
29.75,87.24 
28.10,88.14 
26.72,89.15 
25.29,90.25 
23.85,91.10 
22.28,91.69 
20.50,91.97 
18.60,92.07 
16.70,92.23 
14.81,92.34 
12.83,92.26 
10.70,91.99 
8.51,91.49 
6.29,91.26 
4.16,90.73 
2.02,89.94 
-0.25,88.89 
-2.64,87.69 
-5.01,86.33 
-7.46,85.03 
-9.82,83.51 
-12.19,81.84 
-14.50,80.07 
-16.68,78.28 
-18.86,76.44 
-21.04,74.83 
-23.00,72.90 
-24.98,71.00 
-26.79,69.02 
-28.53,66.96 
-30.19,65.09 
-31.74,63.12 
-33.07,61.23 
-34.29,59.15 
-35.53,57.04 
-36.58,55.00 
-37.72,52.96 
-38.62,50.84 
-39.47,48.85 
-40.11,46.68 
-40.65,44.55 
-41.23,42.46 
-41.87,40.37 
-42.58,38.09 
-43.25,35.73 
-43.76,33.39 
-44.24,31.04 
-44.68,28.76 
-44.77,26.55 
-43.76,23.75 
-44.07,22.21 
-43.63,20.18 
-43.28,18.37 
-42.76,16.75 
-42.01,15.23 
-41.34,13.73 
-40.49,12.36 
-39.77,11.01 
-39.10,9.57 
-38.59,7.95 
-37.94,6.33 
-37.20,4.97 
-36.37,3.60 
-35.51,2.29 
-34.43,1.02 
-33.14,-0.05 
-31.67,-0.93 
-30.23,-1.59 
-28.74,-2.10 
-27.27,-2.60 
-25.67,-3.10 
-24.03,-3.39 
-22.46,-3.73 
-21.08,-4.03 
-19.62,-4.32 
-18.30,-4.61 
-17.00,-5.02 
-15.58,-5.35 
-14.10,-5.63 
-12.59,-5.66 
-11.13,-5.70 
-9.63,-5.62 
-8.17,-5.59 
-6.69,-5.52 
-5.37,-5.40 
-4.08,-5.18 
-2.92,-5.00 
-1.89,-4.85 
-0.87,-4.84 
0.09,-4.82 
1.09,-4.77 
1.99,-4.60 
2.85,-4.56 
3.69,-4.56 
4.47,-4.60 
5.31,-4.64 
6.02,-4.60 
6.70,-4.53 
7.34,-4.34 
7.95,-4.19 
8.54,-4.23 
9.11,-4.33 
9.62,-4.37 
10.15,-4.29 
10.55,-4.16 
10.95,-4.12 
11.28,-4.22 
11.63,-4.22 
12.01,-4.19 
12.26,-4.07 
12.56,-4.02 
12.82,-4.10 
13.04,-4.11 
13.31,-3.98 
13.51,-3.88 
13.65,-3.87 
13.86,-3.81 
14.13,-3.86 
14.34,-3.84 
14.46,-3.73 
14.64,-3.60 
14.73,-3.50 
14.75,-3.49 
14.89,-3.60 
15.00,-3.52 
15.09,-3.37 
15.10,-3.42 
15.10,-3.36 
15.18,-3.38 
15.25,-3.50 
