2.80,4.35,-2.72,-0.01,-0.01,1.04
5.73,4.02,2.29,-0.01,0.02,1.04
3.21,0.22,0.00,-0.04,0.01,1.07
-0.52,-1.05,-2.49,0.01,-0.01,1.00
-2.19,-1.59,0.71,-0.02,0.01,1.02
-4.26,-2.87,-1.40,-0.01,0.01,1.04
-1.62,1.50,-1.56,0.02,0.00,0.98
4.60,3.21,0.83,0.01,0.02,1.03
18.10,7.83,6.79,-0.03,0.05,1.06
33.84,6.85,12.79,0.04,0.07,0.98
50.33,-1.66,6.75,-0.05,0.06,1.03
59.37,-0.97,6.05,-0.04,0.14,1.04
65.52,2.75,-0.82,-0.01,0.14,0.96
73.68,12.90,-8.96,-0.02,0.22,0.99
79.08,23.27,-1.64,-0.03,0.28,1.02
73.73,19.62,-4.01,-0.02,0.32,0.95
73.30,10.08,-14.04,-0.09,0.37,0.97
82.08,10.45,-5.64,-0.09,0.42,0.98
80.38,5.18,2.26,-0.05,0.54,0.84
77.12,-2.02,12.11,-0.09,0.54,0.88
75.44,3.97,-5.56,-0.01,0.54,0.85
70.67,2.27,22.76,-0.03,0.61,0.77
64.10,21.44,4.25,-0.16,0.66,0.82
60.82,11.19,11.11,-0.11,0.69,0.78
43.61,9.97,7.17,-0.07,0.76,0.76
27.65,-2.88,-16.11,-0.08,0.72,0.78
22.02,2.97,-11.25,-0.02,0.71,0.69
14.66,-4.08,-3.28,-0.11,0.71,0.69
7.73,5.39,-4.24,-0.08,0.71,0.62
5.60,5.79,6.51,-0.07,0.74,0.62
-13.99,1.27,-0.64,-0.08,0.75,0.64
-33.86,-1.24,-0.53,-0.08,0.69,0.69
-40.20,-4.76,1.40,-0.07,0.66,0.70
-35.20,-6.05,4.72,-0.08,0.71,0.69
-48.48,-1.69,24.25,-0.12,0.71,0.77
-61.96,-5.69,-4.44,-0.10,0.64,0.77
-56.46,-7.18,8.97,-0.08,0.64,0.81
-61.80,-9.01,3.08,-0.08,0.57,0.83
-58.77,-2.62,-2.50,-0.09,0.53,0.84
-49.29,-0.55,10.50,-0.10,0.57,0.90
-61.23,-0.44,-6.00,-0.05,0.47,0.93
-68.52,6.53,-1.49,0.00,0.41,0.86
-77.85,0.87,-1.08,-0.10,0.41,0.97
-80.05,-3.44,3.56,-0.06,0.34,1.03
-74.15,-1.05,1.38,-0.02,0.29,0.94
-69.24,3.02,6.85,-0.06,0.29,0.98
-57.32,-3.42,-9.88,-0.10,0.17,1.06
-61.40,0.82,10.50,-0.03,0.16,1.00
-87.12,-3.27,-10.28,-0.09,0.12,1.08
-83.76,-0.02,2.81,-0.07,0.02,1.01
-89.27,-0.96,8.80,-0.05,-0.00,1.05
-90.38,3.16,-3.97,-0.02,-0.11,1.01
-85.18,6.07,-0.94,-0.07,-0.15,1.04
-83.60,5.06,21.74,-0.07,-0.17,1.00
-78.75,10.31,-2.59,-0.04,-0.28,0.98
-59.42,7.24,13.77,-0.10,-0.27,0.95
-66.21,11.27,11.49,-0.07,-0.33,0.94
-62.21,12.53,1.72,-0.11,-0.41,1.03
-59.09,-0.56,6.82,-0.08,-0.42,0.83
-71.25,5.11,0.18,-0.09,-0.48,0.89
-66.22,2.57,3.29,-0.08,-0.52,0.90
-71.97,-0.41,3.57,-0.09,-0.60,0.77
-83.63,-1.33,-3.82,-0.10,-0.62,0.82
-89.76,-2.60,-4.08,-0.12,-0.68,0.82
-97.18,-6.45,-7.55,-0.10,-0.70,0.71
-92.41,-8.69,-6.76,-0.09,-0.75,0.71
-92.28,-8.55,-2.76,-0.07,-0.79,0.62
-97.01,-0.40,-10.98,-0.10,-0.88,0.48
-83.52,-12.53,0.69,-0.12,-0.78,0.56
-91.55,-8.06,-14.37,-0.05,-0.91,0.44
-76.56,-14.88,-5.27,-0.03,-0.96,0.30
